client_id,path,sentence,up_votes,down_votes,age,gender,accents,variant,locale,segment
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257609.mp3,Vẫn thấy thật vui,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257612.mp3,mẹ em rối rít nói,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257613.mp3,Nó vùng dậy,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257633.mp3,con yêu bố mẹ,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257636.mp3,Mẹ em khóc lóc ôm lấy em,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257644.mp3,Vậy kumanthong là cái gì,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257657.mp3,Đằng này khổ thân con Thảo quá,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257663.mp3,Bố bảo để bố về nhưng mẹ không chịu,2,1,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257676.mp3,Vậy tụi mình hẹn dịp khác,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257677.mp3,Tai nghe sản xuất bản năng mách bảo chính không nên đi xuống,2,1,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257680.mp3,Về nhà tối đó mẹ có kể lại câu chuyện cho bố nghe,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257713.mp3,Chinh nghĩ bây giờ dù có kumanthong Giúp đỡ hay không,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257715.mp3,Em giật mình nói,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257745.mp3,Bà chỉ thắp mấy nén hương rồi đọc lẩm bẩm những câu gì đó,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257750.mp3,Dứt lời quân vào trong xe rồi lái đi mất,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257752.mp3,Đó là vào lúc nửa đêm trinh phải cho kuman ăn,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257753.mp3,Như chùm hoa mở cánh trước hiên nhà,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257754.mp3,Bình thường sẽ về được,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257755.mp3,Anh ta bị trúng gió Chắc rồi,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257769.mp3,hơn nữa bà ấy cũng có nói lấy tiền của nhà mình đâu,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257774.mp3,hơn mười hai giờ đêm rồi,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257793.mp3,Nhưng hà ni vẫn không một chút lo lắng Đáp Nhanh,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257795.mp3,Con đầu lòng nắm,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257817.mp3,Sao khi trở lại anh cũng leo lên nằm chung,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257833.mp3,Hai đôi mắt ấy,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257846.mp3,Ngoài cầu tài lộc may mắn ra,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257849.mp3,Mặt trời nhấp nhô qua ngọn núi,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257851.mp3,Không thích chạy ra một giọt nước nào vào cốc cả,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257854.mp3,nên là nó theo con gái của tôi,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257855.mp3,Đôi mắt của ta chống sâu nhìn thẳng vào đôi mắt của Trinh,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257856.mp3,Mẹ ơi mẹ đi đâu rồi,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257861.mp3,đem lại khổ đau,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257891.mp3,đẹp hơn cô tiên,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257909.mp3,em run rẩy hỏi lại,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257919.mp3,Tiền vào quan như than vào lò,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257972.mp3,Có đúng là như vậy không,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257990.mp3,Nhưng rồi Trinh lại cảm thấy sợ,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25257996.mp3,Ta viết tiếp dạ khúc Mưa hiu hắt,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258024.mp3,Mình muốn có được anh ấy,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258061.mp3,Chinh ngồi trên xe để chờ đợi,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258082.mp3,nên không theo về nhà,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258091.mp3,Tuổi trên dưới bốn mươi,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258093.mp3,Rất vui khi được gặp lại quý vị trong buổi tối ngày hôm nay,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258095.mp3,Cùng lúc đó trình vội buông quân ra rồi lùi lại phía sau,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258097.mp3,Trinh vội xua tay,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258110.mp3,Luôn dành cho con,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258139.mp3,Anh bị sao vậy,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258218.mp3,Nhiều khi chỉ cần có một khách ngồi nói chuyện,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258236.mp3,Bố em biết nói,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258307.mp3,Đúng như lời của song trai đã nói,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258315.mp3,Theo cơn mưa bay buồn,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258336.mp3,Nói rằng mười hai giờ đêm nay,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258409.mp3,Tất cả đối với tôi đều rất đẹp,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258473.mp3,Muôn vật cần mưa,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258476.mp3,Ảnh Quân,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258485.mp3,và mong được gặp bà thầy ấy nói chuyện,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258555.mp3,Hiếm có trên đời này,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258591.mp3,Nhân đôi niềm cô đơn,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258614.mp3,Tôi muốn môi cô chỉ mỉm cười,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258636.mp3,cô bạn còn lại liền đáp,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258663.mp3,quan họ bắc ninh,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258664.mp3,Cách thiết lập để có cuộc gọi chất lượng cao trong Google Hangouts,2,0,teens,female,,,vi,
bb99c0461bef56ce3ce86b249c3c08535a13f40084a6960c83cd1f6a122d3637d8d44b0aa4d0c5d0bf9eff39d77bf22d329dc0d0b0924aa3ae0af763e3c0e23f,common_voice_vi_25258713.mp3,Ai nghe xong cũng phải đều hồ hởi,2,0,teens,female,,,vi,
